Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
2021,Precious Achiuwa,PF,21.0,MIA,61.0,4.0,737.0,124.0,228.0,0.544,0.0,1.0,0.0,124.0,227.0,0.546,0.544,56.0,110.0,0.509,73.0,135.0,208.0,29.0,20.0,28.0,43.0,91.0,304.0,16.64
2021,Steven Adams,C,27.0,NOP,58.0,58.0,1605.0,189.0,308.0,0.614,0.0,3.0,0.0,189.0,305.0,0.62,0.614,60.0,135.0,0.444,213.0,301.0,514.0,111.0,54.0,38.0,78.0,113.0,438.0,17.29
2021,Bam Adebayo,C,23.0,MIA,64.0,64.0,2143.0,456.0,800.0,0.57,2.0,8.0,0.25,454.0,792.0,0.573,0.5710000000000001,283.0,354.0,0.799,142.0,431.0,573.0,346.0,75.0,66.0,169.0,145.0,1197.0,26.39
2021,LaMarcus Aldridge,C,35.0,TOT,26.0,23.0,674.0,140.0,296.0,0.473,31.0,80.0,0.38799999999999996,109.0,216.0,0.505,0.525,41.0,47.0,0.872,19.0,99.0,118.0,49.0,11.0,29.0,27.0,47.0,352.0,18.82
2021,Nickeil Alexander-Walker,SG,22.0,NOP,46.0,13.0,1007.0,192.0,458.0,0.419,76.0,219.0,0.34700000000000003,116.0,239.0,0.485,0.502,48.0,66.0,0.727,13.0,131.0,144.0,102.0,47.0,22.0,69.0,88.0,508.0,15.92
2021,Grayson Allen,SG,25.0,MEM,50.0,38.0,1259.0,173.0,414.0,0.418,107.0,274.0,0.391,66.0,140.0,0.47100000000000003,0.547,79.0,91.0,0.868,19.0,141.0,160.0,108.0,46.0,8.0,48.0,71.0,532.0,15.86
2021,Jarrett Allen,C,22.0,TOT,63.0,45.0,1864.0,298.0,482.0,0.618,6.0,19.0,0.316,292.0,463.0,0.631,0.624,204.0,290.0,0.703,196.0,435.0,631.0,106.0,32.0,90.0,100.0,96.0,806.0,22.8
2021,Al-Farouq Aminu,PF,30.0,TOT,23.0,14.0,434.0,38.0,99.0,0.384,8.0,37.0,0.21600000000000003,30.0,62.0,0.484,0.424,18.0,22.0,0.818,22.0,88.0,110.0,31.0,19.0,9.0,28.0,29.0,102.0,10.72
2021,Kyle Anderson,PF,27.0,MEM,69.0,69.0,1887.0,308.0,658.0,0.46799999999999997,94.0,261.0,0.36,214.0,397.0,0.539,0.54,144.0,184.0,0.7829999999999999,52.0,344.0,396.0,250.0,84.0,57.0,86.0,120.0,854.0,20.87
2021,Giannis Antetokounmpo,PF,26.0,MIL,61.0,61.0,2013.0,626.0,1100.0,0.569,67.0,221.0,0.303,559.0,879.0,0.636,0.6,398.0,581.0,0.685,97.0,574.0,671.0,357.0,72.0,73.0,207.0,168.0,1717.0,35.25
2021,Thanasis Antetokounmpo,SF,28.0,MIL,57.0,3.0,551.0,67.0,137.0,0.489,7.0,29.0,0.24100000000000002,60.0,108.0,0.556,0.515,25.0,49.0,0.51,54.0,70.0,124.0,46.0,22.0,10.0,43.0,74.0,166.0,12.33
2021,Carmelo Anthony,PF,36.0,POR,69.0,3.0,1690.0,327.0,777.0,0.42100000000000004,133.0,325.0,0.409,194.0,452.0,0.429,0.506,137.0,154.0,0.89,32.0,182.0,214.0,104.0,46.0,38.0,61.0,144.0,924.0,17.26
2021,Cole Anthony,PG,20.0,ORL,47.0,34.0,1273.0,219.0,552.0,0.397,58.0,172.0,0.337,161.0,380.0,0.424,0.449,109.0,131.0,0.8320000000000001,38.0,183.0,221.0,192.0,30.0,18.0,106.0,98.0,605.0,15.08
2021,OG Anunoby,SF,23.0,TOR,43.0,43.0,1433.0,249.0,519.0,0.48,104.0,261.0,0.39799999999999996,145.0,258.0,0.562,0.58,80.0,102.0,0.784,54.0,183.0,237.0,94.0,66.0,32.0,75.0,114.0,682.0,18.41
2021,Ryan Arcidiacono,PG,26.0,CHI,44.0,0.0,450.0,49.0,117.0,0.419,25.0,67.0,0.373,24.0,50.0,0.48,0.526,13.0,20.0,0.65,5.0,62.0,67.0,56.0,9.0,0.0,10.0,47.0,136.0,12.21
2021,Trevor Ariza,SF,35.0,MIA,30.0,27.0,841.0,99.0,241.0,0.41100000000000003,50.0,143.0,0.35,49.0,98.0,0.5,0.515,34.0,44.0,0.773,27.0,117.0,144.0,55.0,31.0,18.0,21.0,55.0,282.0,14.16
2021,D.J. Augustin,PG,33.0,TOT,57.0,12.0,1129.0,135.0,343.0,0.39399999999999996,83.0,217.0,0.382,52.0,126.0,0.413,0.515,85.0,94.0,0.904,20.0,74.0,94.0,188.0,28.0,1.0,65.0,56.0,438.0,15.07
2021,Deni Avdija,SF,20.0,WAS,54.0,32.0,1257.0,130.0,312.0,0.41700000000000004,53.0,168.0,0.315,77.0,144.0,0.535,0.502,29.0,45.0,0.644,22.0,240.0,262.0,63.0,32.0,15.0,33.0,140.0,342.0,9.96
2021,Deandre Ayton,C,22.0,PHO,69.0,69.0,2115.0,430.0,687.0,0.626,4.0,20.0,0.2,426.0,667.0,0.639,0.629,133.0,173.0,0.769,228.0,499.0,727.0,99.0,41.0,81.0,103.0,196.0,997.0,23.02
2021,Dwayne Bacon,SG,25.0,ORL,72.0,50.0,1853.0,292.0,726.0,0.402,59.0,207.0,0.285,233.0,519.0,0.449,0.44299999999999995,145.0,176.0,0.8240000000000001,31.0,193.0,224.0,93.0,45.0,5.0,46.0,103.0,788.0,12.39
2021,Marvin Bagley III,PF,21.0,SAC,43.0,42.0,1112.0,247.0,490.0,0.504,37.0,108.0,0.34299999999999997,210.0,382.0,0.55,0.542,77.0,134.0,0.575,106.0,212.0,318.0,43.0,21.0,21.0,59.0,100.0,608.0,19.69
2021,LaMelo Ball,PG,19.0,CHO,51.0,31.0,1469.0,293.0,672.0,0.436,92.0,261.0,0.35200000000000004,201.0,411.0,0.489,0.504,125.0,165.0,0.758,63.0,239.0,302.0,313.0,81.0,18.0,145.0,136.0,803.0,21.71
2021,Lonzo Ball,PG,23.0,NOP,55.0,55.0,1747.0,290.0,700.0,0.414,172.0,455.0,0.37799999999999995,118.0,245.0,0.48200000000000004,0.537,50.0,64.0,0.7809999999999999,33.0,230.0,263.0,316.0,82.0,31.0,123.0,103.0,802.0,18.71
2021,Mo Bamba,C,22.0,ORL,46.0,5.0,725.0,142.0,301.0,0.47200000000000003,38.0,118.0,0.322,104.0,183.0,0.568,0.535,45.0,66.0,0.682,76.0,189.0,265.0,35.0,14.0,58.0,36.0,87.0,367.0,22.33
2021,Desmond Bane,SG,22.0,MEM,68.0,17.0,1519.0,234.0,499.0,0.469,117.0,271.0,0.43200000000000005,117.0,228.0,0.513,0.586,40.0,49.0,0.816,31.0,179.0,210.0,118.0,41.0,16.0,59.0,125.0,625.0,15.09
2021,Harrison Barnes,PF,28.0,SAC,58.0,58.0,2102.0,319.0,642.0,0.49700000000000005,100.0,256.0,0.391,219.0,386.0,0.5670000000000001,0.575,195.0,235.0,0.83,64.0,321.0,385.0,201.0,43.0,11.0,93.0,75.0,933.0,18.51
2021,RJ Barrett,SG,20.0,NYK,72.0,72.0,2511.0,467.0,1060.0,0.441,124.0,309.0,0.401,343.0,751.0,0.457,0.499,206.0,276.0,0.746,68.0,346.0,414.0,217.0,53.0,20.0,139.0,188.0,1264.0,15.83
2021,Will Barton,SF,30.0,DEN,56.0,52.0,1736.0,259.0,608.0,0.426,98.0,257.0,0.381,161.0,351.0,0.45899999999999996,0.507,95.0,121.0,0.785,39.0,187.0,226.0,181.0,50.0,23.0,96.0,95.0,711.0,14.35
2021,Keita Bates-Diop,SF,25.0,SAS,30.0,0.0,245.0,30.0,67.0,0.44799999999999995,5.0,17.0,0.294,25.0,50.0,0.5,0.485,14.0,21.0,0.667,9.0,40.0,49.0,12.0,11.0,5.0,7.0,11.0,79.0,14.21
2021,Nicolas Batum,SF,32.0,LAC,67.0,38.0,1835.0,191.0,412.0,0.46399999999999997,110.0,272.0,0.40399999999999997,81.0,140.0,0.579,0.597,48.0,58.0,0.828,50.0,266.0,316.0,148.0,69.0,37.0,53.0,102.0,540.0,14.74
2021,Aron Baynes,C,34.0,TOR,53.0,31.0,980.0,134.0,304.0,0.441,27.0,103.0,0.262,107.0,201.0,0.532,0.485,29.0,41.0,0.7070000000000001,87.0,186.0,273.0,47.0,17.0,23.0,46.0,119.0,324.0,12.69
2021,Kent Bazemore,SF,31.0,GSW,67.0,18.0,1333.0,176.0,392.0,0.449,75.0,184.0,0.408,101.0,208.0,0.486,0.545,54.0,78.0,0.6920000000000001,26.0,203.0,229.0,108.0,69.0,33.0,82.0,158.0,481.0,13.66
2021,Darius Bazley,PF,20.0,OKC,55.0,55.0,1714.0,273.0,690.0,0.396,83.0,286.0,0.29,190.0,404.0,0.47,0.456,125.0,178.0,0.7020000000000001,51.0,345.0,396.0,99.0,29.0,25.0,122.0,60.0,754.0,12.63
2021,Bradley Beal,SG,27.0,WAS,60.0,60.0,2147.0,670.0,1382.0,0.485,130.0,373.0,0.349,540.0,1009.0,0.535,0.532,408.0,459.0,0.889,72.0,211.0,283.0,265.0,69.0,22.0,187.0,140.0,1878.0,28.73
2021,Malik Beasley,SG,24.0,MIN,37.0,36.0,1214.0,264.0,600.0,0.44,128.0,321.0,0.39899999999999997,136.0,279.0,0.48700000000000004,0.547,68.0,80.0,0.85,28.0,134.0,162.0,88.0,30.0,7.0,60.0,62.0,724.0,18.78
2021,DeAndre' Bembry,SF,26.0,TOR,51.0,12.0,972.0,117.0,228.0,0.513,14.0,53.0,0.264,103.0,175.0,0.589,0.544,45.0,66.0,0.682,33.0,113.0,146.0,107.0,53.0,18.0,71.0,87.0,293.0,13.39
2021,Dāvis Bertāns,PF,28.0,WAS,57.0,7.0,1464.0,193.0,478.0,0.40399999999999997,169.0,428.0,0.395,24.0,50.0,0.48,0.581,100.0,115.0,0.87,18.0,150.0,168.0,49.0,33.0,13.0,33.0,136.0,655.0,14.57
2021,Patrick Beverley,PG,32.0,LAC,37.0,34.0,832.0,93.0,220.0,0.423,56.0,141.0,0.397,37.0,79.0,0.46799999999999997,0.55,36.0,45.0,0.8,29.0,90.0,119.0,76.0,29.0,28.0,34.0,108.0,278.0,13.8
2021,Saddiq Bey,SF,21.0,DET,70.0,53.0,1909.0,279.0,691.0,0.40399999999999997,175.0,460.0,0.38,104.0,231.0,0.45,0.53,124.0,147.0,0.8440000000000001,43.0,275.0,318.0,95.0,52.0,14.0,60.0,110.0,857.0,15.44
2021,Khem Birch,C,28.0,TOT,67.0,22.0,1529.0,189.0,380.0,0.49700000000000005,13.0,52.0,0.25,176.0,328.0,0.537,0.514,91.0,129.0,0.705,174.0,213.0,387.0,89.0,48.0,50.0,44.0,113.0,482.0,17.13
2021,Goga Bitadze,C,21.0,IND,45.0,3.0,561.0,83.0,194.0,0.428,20.0,79.0,0.253,63.0,115.0,0.5479999999999999,0.479,45.0,61.0,0.738,60.0,90.0,150.0,37.0,9.0,60.0,17.0,94.0,231.0,19.37
2021,Bismack Biyombo,C,28.0,CHO,66.0,36.0,1349.0,142.0,242.0,0.5870000000000001,0.0,1.0,0.0,142.0,241.0,0.589,0.5870000000000001,47.0,105.0,0.44799999999999995,137.0,210.0,347.0,81.0,17.0,74.0,71.0,141.0,331.0,13.46
2021,Nemanja Bjelica,PF,32.0,TOT,37.0,3.0,595.0,89.0,196.0,0.45399999999999996,27.0,85.0,0.318,62.0,111.0,0.5589999999999999,0.523,37.0,51.0,0.725,29.0,98.0,127.0,69.0,15.0,5.0,33.0,68.0,242.0,15.68
2021,Eric Bledsoe,SG,31.0,NOP,71.0,70.0,2111.0,307.0,730.0,0.42100000000000004,121.0,355.0,0.341,186.0,375.0,0.496,0.503,134.0,195.0,0.687,29.0,215.0,244.0,268.0,55.0,24.0,114.0,112.0,869.0,14.47
2021,Bogdan Bogdanović,SG,28.0,ATL,44.0,27.0,1305.0,267.0,565.0,0.473,146.0,333.0,0.43799999999999994,121.0,232.0,0.522,0.602,40.0,44.0,0.909,20.0,140.0,160.0,147.0,49.0,13.0,54.0,99.0,720.0,20.76
2021,Bojan Bogdanović,SF,31.0,UTA,72.0,72.0,2216.0,406.0,925.0,0.439,180.0,461.0,0.39,226.0,464.0,0.48700000000000004,0.536,233.0,265.0,0.879,40.0,241.0,281.0,136.0,45.0,4.0,128.0,115.0,1225.0,17.0
2021,Bol Bol,PF,21.0,DEN,32.0,2.0,160.0,25.0,58.0,0.431,9.0,24.0,0.375,16.0,34.0,0.47100000000000003,0.509,10.0,15.0,0.667,0.0,24.0,24.0,7.0,3.0,10.0,13.0,14.0,69.0,11.85
2021,Isaac Bonga,SF,21.0,WAS,40.0,8.0,432.0,30.0,81.0,0.37,13.0,47.0,0.27699999999999997,17.0,34.0,0.5,0.451,5.0,8.0,0.625,18.0,48.0,66.0,23.0,11.0,9.0,22.0,63.0,78.0,5.35
2021,Devin Booker,SG,24.0,PHO,67.0,67.0,2270.0,623.0,1287.0,0.484,126.0,371.0,0.34,497.0,916.0,0.5429999999999999,0.5329999999999999,340.0,392.0,0.867,34.0,247.0,281.0,289.0,53.0,16.0,207.0,181.0,1712.0,23.4
2021,Chris Boucher,C,28.0,TOR,60.0,14.0,1453.0,288.0,560.0,0.514,90.0,235.0,0.38299999999999995,198.0,325.0,0.609,0.595,152.0,193.0,0.7879999999999999,117.0,287.0,404.0,63.0,35.0,111.0,46.0,166.0,818.0,25.42
2021,Avery Bradley,SG,30.0,TOT,27.0,6.0,602.0,64.0,171.0,0.374,33.0,101.0,0.327,31.0,70.0,0.44299999999999995,0.47100000000000003,12.0,15.0,0.8,8.0,49.0,57.0,46.0,21.0,3.0,28.0,55.0,173.0,8.21
2021,Tony Bradley,C,23.0,TOT,42.0,8.0,684.0,131.0,197.0,0.665,0.0,3.0,0.0,131.0,194.0,0.675,0.665,38.0,55.0,0.691,85.0,154.0,239.0,37.0,15.0,30.0,33.0,61.0,300.0,23.6
2021,Jarrell Brantley,PF,24.0,UTA,28.0,0.0,138.0,25.0,52.0,0.48100000000000004,12.0,28.0,0.429,13.0,24.0,0.542,0.596,2.0,2.0,1.0,9.0,18.0,27.0,15.0,7.0,2.0,8.0,17.0,64.0,19.38
2021,Mikal Bridges,SF,24.0,PHO,72.0,72.0,2348.0,363.0,669.0,0.5429999999999999,134.0,315.0,0.425,229.0,354.0,0.647,0.643,110.0,131.0,0.84,76.0,233.0,309.0,152.0,76.0,63.0,57.0,116.0,970.0,18.75
2021,Miles Bridges,PF,22.0,CHO,66.0,19.0,1932.0,313.0,622.0,0.503,116.0,290.0,0.4,197.0,332.0,0.593,0.596,98.0,113.0,0.867,81.0,316.0,397.0,147.0,44.0,52.0,106.0,143.0,840.0,17.72
2021,Oshae Brissett,SF,22.0,IND,21.0,16.0,519.0,73.0,151.0,0.483,33.0,78.0,0.423,40.0,73.0,0.5479999999999999,0.593,50.0,65.0,0.769,29.0,86.0,115.0,18.0,19.0,20.0,10.0,32.0,229.0,20.63
2021,Malcolm Brogdon,PG,28.0,IND,56.0,56.0,1930.0,444.0,980.0,0.45299999999999996,145.0,374.0,0.38799999999999996,299.0,606.0,0.493,0.527,153.0,177.0,0.8640000000000001,58.0,236.0,294.0,329.0,49.0,15.0,115.0,110.0,1186.0,22.6
2021,Armoni Brooks,SG,22.0,HOU,20.0,5.0,520.0,78.0,192.0,0.406,60.0,157.0,0.382,18.0,35.0,0.514,0.563,7.0,12.0,0.583,10.0,58.0,68.0,30.0,12.0,5.0,22.0,34.0,223.0,13.32
2021,Dillon Brooks,SF,25.0,MEM,67.0,67.0,1997.0,432.0,1031.0,0.419,128.0,372.0,0.344,304.0,659.0,0.461,0.48100000000000004,159.0,195.0,0.815,53.0,143.0,196.0,157.0,78.0,26.0,119.0,237.0,1151.0,15.7
2021,Bruce Brown,PG,24.0,BRK,65.0,37.0,1451.0,235.0,423.0,0.556,17.0,59.0,0.28800000000000003,218.0,364.0,0.599,0.5760000000000001,86.0,117.0,0.735,111.0,238.0,349.0,104.0,58.0,28.0,54.0,145.0,573.0,18.87
2021,Jaylen Brown,SG,24.0,BOS,58.0,58.0,1999.0,538.0,1111.0,0.484,163.0,411.0,0.397,375.0,700.0,0.536,0.5579999999999999,191.0,250.0,0.764,71.0,276.0,347.0,195.0,72.0,32.0,158.0,168.0,1430.0,23.66
2021,Moses Brown,C,21.0,OKC,43.0,32.0,920.0,146.0,268.0,0.545,0.0,0.0,0.0,146.0,268.0,0.545,0.545,78.0,126.0,0.619,154.0,229.0,383.0,10.0,31.0,47.0,43.0,93.0,370.0,21.52
2021,Sterling Brown,SG,25.0,HOU,51.0,14.0,1229.0,150.0,335.0,0.44799999999999995,91.0,215.0,0.423,59.0,120.0,0.49200000000000005,0.584,25.0,31.0,0.8059999999999999,38.0,186.0,224.0,72.0,38.0,12.0,41.0,97.0,416.0,13.64
2021,Troy Brown Jr.,SF,21.0,TOT,34.0,0.0,524.0,62.0,144.0,0.431,22.0,70.0,0.314,40.0,74.0,0.541,0.507,15.0,21.0,0.7140000000000001,20.0,85.0,105.0,29.0,10.0,6.0,21.0,49.0,161.0,10.83
2021,Jalen Brunson,PG,24.0,DAL,68.0,12.0,1697.0,328.0,627.0,0.523,81.0,200.0,0.405,247.0,427.0,0.578,0.588,120.0,151.0,0.795,27.0,204.0,231.0,239.0,35.0,1.0,80.0,109.0,857.0,19.88
2021,Reggie Bullock,SF,29.0,NYK,65.0,64.0,1949.0,248.0,561.0,0.442,163.0,398.0,0.41,85.0,163.0,0.521,0.5870000000000001,50.0,55.0,0.909,16.0,207.0,223.0,99.0,52.0,11.0,45.0,146.0,709.0,12.89
2021,Trey Burke,PG,28.0,DAL,62.0,1.0,911.0,151.0,353.0,0.428,58.0,164.0,0.354,93.0,189.0,0.49200000000000005,0.51,51.0,57.0,0.895,10.0,44.0,54.0,81.0,36.0,7.0,33.0,64.0,411.0,14.83
2021,Alec Burks,SG,29.0,NYK,49.0,5.0,1255.0,210.0,500.0,0.42,102.0,246.0,0.415,108.0,254.0,0.425,0.522,101.0,118.0,0.856,21.0,206.0,227.0,107.0,31.0,14.0,49.0,102.0,623.0,17.32
2021,Jimmy Butler,SF,31.0,MIA,52.0,52.0,1745.0,366.0,736.0,0.49700000000000005,25.0,102.0,0.245,341.0,634.0,0.5379999999999999,0.514,359.0,416.0,0.863,94.0,265.0,359.0,369.0,108.0,18.0,109.0,71.0,1116.0,30.78
2021,Devontae Cacok,PF,24.0,LAL,20.0,1.0,98.0,17.0,29.0,0.586,0.0,0.0,0.0,17.0,29.0,0.586,0.586,5.0,11.0,0.455,12.0,20.0,32.0,1.0,5.0,4.0,5.0,8.0,39.0,19.62
2021,Kentavious Caldwell-Pope,SG,27.0,LAL,67.0,67.0,1902.0,218.0,506.0,0.431,120.0,293.0,0.41,98.0,213.0,0.46,0.5489999999999999,97.0,112.0,0.866,27.0,152.0,179.0,127.0,62.0,26.0,66.0,114.0,653.0,12.85
2021,Facundo Campazzo,PG,29.0,DEN,65.0,19.0,1425.0,120.0,315.0,0.381,76.0,216.0,0.35200000000000004,44.0,99.0,0.444,0.502,80.0,91.0,0.879,22.0,112.0,134.0,232.0,79.0,14.0,73.0,132.0,396.0,13.53
2021,Vlatko Čančar,PF,23.0,DEN,41.0,1.0,281.0,33.0,72.0,0.45799999999999996,9.0,33.0,0.273,24.0,39.0,0.615,0.521,10.0,13.0,0.769,11.0,39.0,50.0,14.0,11.0,2.0,14.0,18.0,85.0,11.67
2021,Clint Capela,C,26.0,ATL,63.0,63.0,1898.0,413.0,695.0,0.594,0.0,0.0,0.0,413.0,695.0,0.594,0.594,130.0,227.0,0.573,297.0,606.0,903.0,49.0,44.0,129.0,73.0,145.0,956.0,27.3
2021,Jevon Carter,PG,25.0,PHO,60.0,1.0,717.0,94.0,223.0,0.42200000000000004,56.0,151.0,0.371,38.0,72.0,0.528,0.547,4.0,7.0,0.5710000000000001,16.0,76.0,92.0,71.0,29.0,9.0,16.0,56.0,248.0,14.43
2021,Wendell Carter Jr.,C,21.0,TOT,54.0,44.0,1375.0,230.0,457.0,0.503,15.0,51.0,0.294,215.0,406.0,0.53,0.52,131.0,179.0,0.732,132.0,311.0,443.0,104.0,35.0,42.0,78.0,146.0,606.0,19.63
2021,Michael Carter-Williams,SG,29.0,ORL,31.0,25.0,800.0,105.0,270.0,0.389,15.0,61.0,0.24600000000000002,90.0,209.0,0.431,0.41700000000000004,49.0,80.0,0.613,39.0,100.0,139.0,129.0,25.0,17.0,69.0,81.0,274.0,11.72
2021,Alex Caruso,PG,26.0,LAL,58.0,6.0,1216.0,133.0,305.0,0.436,55.0,137.0,0.401,78.0,168.0,0.46399999999999997,0.526,49.0,76.0,0.645,31.0,139.0,170.0,160.0,64.0,15.0,76.0,108.0,370.0,13.3
2021,Willie Cauley-Stein,C,27.0,DAL,53.0,16.0,906.0,115.0,182.0,0.632,1.0,11.0,0.091,114.0,171.0,0.667,0.635,49.0,78.0,0.628,66.0,170.0,236.0,35.0,21.0,43.0,29.0,129.0,280.0,15.85
2021,Chris Chiozza,PG,25.0,BRK,22.0,1.0,232.0,31.0,88.0,0.35200000000000004,13.0,42.0,0.31,18.0,46.0,0.391,0.426,13.0,17.0,0.765,3.0,21.0,24.0,65.0,7.0,6.0,16.0,19.0,88.0,16.1
2021,Gary Clark,SF-PF,26.0,TOT,39.0,11.0,654.0,40.0,132.0,0.303,31.0,108.0,0.287,9.0,24.0,0.375,0.42,8.0,10.0,0.8,33.0,82.0,115.0,31.0,13.0,7.0,17.0,35.0,119.0,7.34
2021,Brandon Clarke,PF,24.0,MEM,59.0,16.0,1415.0,256.0,495.0,0.517,20.0,77.0,0.26,236.0,418.0,0.565,0.537,78.0,113.0,0.69,97.0,231.0,328.0,95.0,60.0,51.0,33.0,84.0,610.0,20.58
2021,Jordan Clarkson,SG,28.0,UTA,68.0,1.0,1818.0,457.0,1075.0,0.425,208.0,599.0,0.34700000000000003,249.0,476.0,0.523,0.522,129.0,144.0,0.8959999999999999,47.0,227.0,274.0,168.0,61.0,10.0,115.0,110.0,1251.0,20.98
2021,Nicolas Claxton,C,21.0,BRK,32.0,1.0,594.0,90.0,145.0,0.621,1.0,5.0,0.2,89.0,140.0,0.636,0.624,31.0,64.0,0.484,43.0,123.0,166.0,28.0,23.0,40.0,18.0,68.0,212.0,19.45
2021,Amir Coffey,SG,23.0,LAC,44.0,1.0,394.0,45.0,103.0,0.43700000000000006,23.0,56.0,0.41100000000000003,22.0,47.0,0.46799999999999997,0.5489999999999999,27.0,38.0,0.711,10.0,34.0,44.0,22.0,10.0,0.0,15.0,30.0,140.0,11.92
2021,John Collins,PF,23.0,ATL,63.0,63.0,1848.0,429.0,771.0,0.556,83.0,208.0,0.39899999999999997,346.0,563.0,0.615,0.61,170.0,204.0,0.833,118.0,349.0,467.0,78.0,34.0,63.0,84.0,193.0,1111.0,23.78
2021,Mike Conley,PG,33.0,UTA,51.0,51.0,1498.0,284.0,640.0,0.444,138.0,335.0,0.41200000000000003,146.0,305.0,0.479,0.552,121.0,142.0,0.852,36.0,141.0,177.0,305.0,70.0,9.0,99.0,98.0,827.0,22.7
