Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
2021,Pat Connaughton,SG,28.0,MIL,69.0,4.0,1575.0,168.0,387.0,0.434,101.0,272.0,0.371,67.0,115.0,0.583,0.565,31.0,40.0,0.775,63.0,269.0,332.0,81.0,49.0,23.0,33.0,99.0,468.0,13.74
2021,Quinn Cook,PG,27.0,TOT,23.0,0.0,157.0,29.0,68.0,0.426,11.0,26.0,0.423,18.0,42.0,0.429,0.507,7.0,8.0,0.875,2.0,15.0,17.0,18.0,4.0,1.0,7.0,10.0,76.0,15.73
2021,Tyler Cook,SF-PF,23.0,TOT,32.0,1.0,438.0,69.0,103.0,0.67,1.0,2.0,0.5,68.0,101.0,0.6729999999999999,0.675,17.0,35.0,0.486,28.0,67.0,95.0,17.0,8.0,2.0,21.0,35.0,156.0,14.91
2021,DeMarcus Cousins,C,30.0,TOT,41.0,11.0,713.0,130.0,305.0,0.426,47.0,135.0,0.348,83.0,170.0,0.488,0.503,59.0,81.0,0.728,53.0,210.0,263.0,76.0,34.0,24.0,64.0,107.0,366.0,20.13
2021,Robert Covington,PF,30.0,POR,70.0,70.0,2243.0,204.0,509.0,0.401,135.0,356.0,0.379,69.0,153.0,0.451,0.5329999999999999,50.0,62.0,0.8059999999999999,61.0,405.0,466.0,117.0,101.0,84.0,64.0,195.0,593.0,12.93
2021,Torrey Craig,SF,30.0,TOT,50.0,8.0,803.0,109.0,227.0,0.48,39.0,106.0,0.368,70.0,121.0,0.579,0.5660000000000001,17.0,22.0,0.773,57.0,140.0,197.0,49.0,28.0,26.0,25.0,83.0,274.0,16.44
2021,Jae Crowder,PF,30.0,PHO,60.0,42.0,1648.0,199.0,492.0,0.40399999999999997,148.0,380.0,0.389,51.0,112.0,0.455,0.555,57.0,75.0,0.76,32.0,250.0,282.0,127.0,48.0,27.0,55.0,125.0,603.0,14.23
2021,Jarrett Culver,SG,21.0,MIN,34.0,7.0,499.0,69.0,168.0,0.41100000000000003,13.0,53.0,0.245,56.0,115.0,0.48700000000000004,0.449,29.0,48.0,0.604,34.0,70.0,104.0,24.0,17.0,9.0,28.0,58.0,180.0,11.33
2021,Seth Curry,SG,30.0,PHI,57.0,57.0,1638.0,258.0,552.0,0.467,126.0,280.0,0.45,132.0,272.0,0.485,0.5820000000000001,69.0,77.0,0.8959999999999999,10.0,126.0,136.0,155.0,44.0,8.0,65.0,96.0,711.0,15.5
2021,Stephen Curry,PG,32.0,GSW,63.0,63.0,2152.0,658.0,1365.0,0.48200000000000004,337.0,801.0,0.42100000000000004,321.0,564.0,0.569,0.605,362.0,395.0,0.9159999999999999,29.0,316.0,345.0,363.0,77.0,8.0,213.0,119.0,2015.0,33.4
2021,Anthony Davis,PF,27.0,LAL,36.0,36.0,1162.0,301.0,613.0,0.491,26.0,100.0,0.26,275.0,513.0,0.536,0.512,158.0,214.0,0.738,62.0,224.0,286.0,110.0,45.0,59.0,74.0,60.0,786.0,26.26
2021,Ed Davis,C,31.0,MIN,23.0,7.0,299.0,19.0,44.0,0.43200000000000005,0.0,0.0,0.0,19.0,44.0,0.43200000000000005,0.43200000000000005,10.0,12.0,0.833,46.0,69.0,115.0,21.0,13.0,13.0,7.0,56.0,48.0,15.04
2021,Terence Davis,SG,23.0,TOT,61.0,4.0,1074.0,195.0,456.0,0.428,98.0,267.0,0.36700000000000005,97.0,189.0,0.513,0.535,45.0,55.0,0.818,20.0,134.0,154.0,83.0,44.0,14.0,63.0,97.0,533.0,15.82
2021,DeMar DeRozan,PF,31.0,SAS,61.0,61.0,2056.0,455.0,920.0,0.495,19.0,74.0,0.257,436.0,846.0,0.515,0.505,387.0,440.0,0.88,40.0,219.0,259.0,422.0,56.0,15.0,119.0,128.0,1316.0,25.94
2021,Hamidou Diallo,SG-SF,22.0,TOT,52.0,9.0,1226.0,224.0,470.0,0.47700000000000004,28.0,82.0,0.341,196.0,388.0,0.505,0.506,128.0,200.0,0.64,59.0,213.0,272.0,101.0,41.0,24.0,76.0,134.0,604.0,17.38
2021,Gorgui Dieng,C,31.0,TOT,38.0,1.0,552.0,85.0,163.0,0.521,30.0,70.0,0.429,55.0,93.0,0.591,0.613,58.0,67.0,0.866,40.0,100.0,140.0,48.0,26.0,16.0,32.0,56.0,258.0,22.43
2021,Donte DiVincenzo,SG,24.0,MIL,66.0,66.0,1814.0,253.0,603.0,0.42,131.0,346.0,0.379,122.0,257.0,0.475,0.528,51.0,71.0,0.718,81.0,299.0,380.0,203.0,72.0,15.0,91.0,112.0,688.0,16.01
2021,Luka Dončić,PG,21.0,DAL,66.0,66.0,2262.0,647.0,1351.0,0.479,192.0,548.0,0.35,455.0,803.0,0.5670000000000001,0.55,344.0,471.0,0.73,54.0,473.0,527.0,567.0,64.0,36.0,281.0,152.0,1830.0,29.77
2021,Luguentz Dort,SG,21.0,OKC,52.0,52.0,1543.0,247.0,639.0,0.387,113.0,329.0,0.34299999999999997,134.0,310.0,0.43200000000000005,0.475,122.0,164.0,0.7440000000000001,38.0,151.0,189.0,88.0,45.0,19.0,79.0,134.0,729.0,12.93
2021,Damyean Dotson,SG,26.0,CLE,46.0,7.0,907.0,119.0,293.0,0.406,46.0,159.0,0.289,73.0,134.0,0.545,0.485,24.0,36.0,0.667,5.0,88.0,93.0,91.0,16.0,4.0,42.0,42.0,308.0,10.31
2021,Sekou Doumbouya,PF,20.0,DET,56.0,11.0,869.0,107.0,282.0,0.379,26.0,115.0,0.226,81.0,167.0,0.485,0.426,45.0,64.0,0.703,39.0,104.0,143.0,47.0,24.0,9.0,44.0,94.0,285.0,8.92
2021,PJ Dozier,SG,24.0,DEN,50.0,6.0,1088.0,148.0,355.0,0.41700000000000004,47.0,149.0,0.315,101.0,206.0,0.49,0.483,42.0,66.0,0.636,35.0,147.0,182.0,92.0,31.0,22.0,46.0,86.0,385.0,12.7
2021,Goran Dragić,PG,34.0,MIA,50.0,11.0,1337.0,240.0,555.0,0.43200000000000005,91.0,244.0,0.373,149.0,311.0,0.479,0.514,101.0,122.0,0.828,25.0,144.0,169.0,219.0,33.0,8.0,118.0,113.0,672.0,16.29
2021,Andre Drummond,C,27.0,TOT,46.0,46.0,1242.0,282.0,572.0,0.493,0.0,8.0,0.0,282.0,564.0,0.5,0.493,123.0,205.0,0.6,166.0,385.0,551.0,94.0,63.0,49.0,124.0,149.0,687.0,22.93
2021,Kevin Durant,PF,32.0,BRK,35.0,32.0,1157.0,324.0,603.0,0.537,85.0,189.0,0.45,239.0,414.0,0.5770000000000001,0.608,210.0,238.0,0.882,13.0,234.0,247.0,195.0,25.0,45.0,120.0,70.0,943.0,31.75
2021,Anthony Edwards,SG,19.0,MIN,72.0,55.0,2314.0,505.0,1211.0,0.41700000000000004,171.0,520.0,0.32899999999999996,334.0,691.0,0.483,0.488,211.0,272.0,0.7759999999999999,59.0,277.0,336.0,211.0,82.0,36.0,160.0,129.0,1392.0,18.12
2021,Carsen Edwards,SG,22.0,BOS,31.0,1.0,276.0,47.0,111.0,0.423,18.0,63.0,0.28600000000000003,29.0,48.0,0.604,0.505,11.0,13.0,0.846,3.0,23.0,26.0,14.0,7.0,1.0,7.0,25.0,123.0,12.64
2021,CJ Elleby,SF,20.0,POR,30.0,0.0,192.0,25.0,66.0,0.379,7.0,34.0,0.20600000000000002,18.0,32.0,0.563,0.43200000000000005,11.0,15.0,0.733,11.0,21.0,32.0,10.0,6.0,3.0,5.0,27.0,68.0,11.11
2021,Wayne Ellington,SG,33.0,DET,46.0,31.0,1012.0,149.0,338.0,0.441,116.0,275.0,0.42200000000000004,33.0,63.0,0.524,0.612,28.0,35.0,0.8,12.0,73.0,85.0,67.0,18.0,9.0,33.0,59.0,442.0,14.79
2021,Joel Embiid,C,26.0,PHI,51.0,51.0,1585.0,461.0,899.0,0.513,58.0,154.0,0.377,403.0,745.0,0.541,0.545,471.0,548.0,0.8590000000000001,113.0,426.0,539.0,145.0,50.0,69.0,159.0,123.0,1451.0,35.58
2021,James Ennis,SF,30.0,ORL,41.0,37.0,986.0,115.0,243.0,0.473,45.0,104.0,0.433,70.0,139.0,0.504,0.5660000000000001,70.0,87.0,0.805,43.0,123.0,166.0,62.0,32.0,7.0,36.0,84.0,345.0,14.59
2021,Drew Eubanks,C,23.0,SAS,54.0,3.0,755.0,116.0,205.0,0.5660000000000001,2.0,2.0,1.0,114.0,203.0,0.562,0.5710000000000001,77.0,106.0,0.726,74.0,167.0,241.0,42.0,18.0,49.0,45.0,88.0,311.0,20.36
2021,Derrick Favors,C,29.0,UTA,68.0,0.0,1039.0,155.0,243.0,0.638,0.0,2.0,0.0,155.0,241.0,0.643,0.638,59.0,80.0,0.738,138.0,238.0,376.0,44.0,32.0,68.0,36.0,143.0,369.0,21.79
2021,Bruno Fernando,C,22.0,ATL,33.0,0.0,226.0,18.0,44.0,0.409,0.0,2.0,0.0,18.0,42.0,0.429,0.409,15.0,22.0,0.682,16.0,62.0,78.0,10.0,4.0,3.0,21.0,23.0,51.0,7.88
2021,Dorian Finney-Smith,PF,27.0,DAL,60.0,60.0,1921.0,220.0,466.0,0.47200000000000003,119.0,302.0,0.39399999999999996,101.0,164.0,0.616,0.6,31.0,41.0,0.7559999999999999,98.0,228.0,326.0,102.0,52.0,25.0,48.0,138.0,590.0,13.65
2021,Malachi Flynn,PG,22.0,TOR,47.0,14.0,928.0,127.0,340.0,0.374,54.0,168.0,0.321,73.0,172.0,0.424,0.45299999999999996,45.0,56.0,0.804,10.0,106.0,116.0,137.0,38.0,7.0,43.0,68.0,353.0,13.78
2021,Bryn Forbes,SG,27.0,MIL,70.0,10.0,1354.0,250.0,529.0,0.473,154.0,341.0,0.452,96.0,188.0,0.511,0.618,47.0,61.0,0.77,11.0,101.0,112.0,45.0,24.0,1.0,44.0,77.0,701.0,15.92
2021,Trent Forrest,PG,22.0,UTA,30.0,0.0,302.0,32.0,71.0,0.451,5.0,26.0,0.192,27.0,45.0,0.6,0.486,19.0,19.0,1.0,11.0,33.0,44.0,45.0,9.0,4.0,21.0,22.0,88.0,13.17
2021,Evan Fournier,SF-SG,28.0,TOT,42.0,36.0,1259.0,247.0,541.0,0.457,117.0,283.0,0.413,130.0,258.0,0.504,0.565,108.0,137.0,0.7879999999999999,10.0,118.0,128.0,144.0,47.0,19.0,73.0,96.0,719.0,19.89
2021,De'Aaron Fox,PG,23.0,SAC,58.0,58.0,2036.0,529.0,1110.0,0.47700000000000004,103.0,320.0,0.322,426.0,790.0,0.539,0.523,300.0,417.0,0.7190000000000001,33.0,170.0,203.0,417.0,87.0,27.0,174.0,170.0,1461.0,25.25
2021,Wenyen Gabriel,PF,23.0,NOP,21.0,0.0,241.0,24.0,60.0,0.4,13.0,32.0,0.406,11.0,28.0,0.39299999999999996,0.508,11.0,17.0,0.647,20.0,34.0,54.0,11.0,9.0,8.0,15.0,32.0,72.0,11.72
2021,Daniel Gafford,PF-C,22.0,TOT,54.0,11.0,791.0,154.0,225.0,0.684,0.0,0.0,0.0,154.0,225.0,0.684,0.684,72.0,108.0,0.667,94.0,137.0,231.0,29.0,26.0,75.0,41.0,98.0,380.0,25.6
2021,Danilo Gallinari,PF,32.0,ATL,51.0,4.0,1222.0,206.0,475.0,0.434,103.0,254.0,0.406,103.0,221.0,0.466,0.542,161.0,174.0,0.925,17.0,194.0,211.0,76.0,30.0,10.0,43.0,105.0,676.0,19.48
2021,Langston Galloway,SG,29.0,PHO,40.0,0.0,438.0,66.0,147.0,0.449,36.0,85.0,0.424,30.0,62.0,0.484,0.5710000000000001,22.0,23.0,0.9570000000000001,7.0,35.0,42.0,26.0,8.0,0.0,13.0,25.0,190.0,14.52
2021,Darius Garland,PG,21.0,CLE,54.0,50.0,1790.0,362.0,802.0,0.451,105.0,266.0,0.395,257.0,536.0,0.479,0.517,112.0,132.0,0.848,23.0,106.0,129.0,329.0,66.0,6.0,164.0,110.0,941.0,17.36
2021,Marc Gasol,C,36.0,LAL,52.0,42.0,993.0,88.0,194.0,0.45399999999999996,50.0,122.0,0.41,38.0,72.0,0.528,0.5820000000000001,36.0,50.0,0.72,38.0,177.0,215.0,109.0,26.0,58.0,53.0,115.0,262.0,14.21
2021,Rudy Gay,PF,34.0,SAS,63.0,1.0,1358.0,264.0,628.0,0.42,106.0,278.0,0.381,158.0,350.0,0.451,0.505,82.0,102.0,0.804,42.0,261.0,303.0,88.0,45.0,40.0,65.0,115.0,716.0,17.96
2021,Paul George,SF,30.0,LAC,54.0,54.0,1821.0,445.0,953.0,0.467,171.0,416.0,0.41100000000000003,274.0,537.0,0.51,0.557,198.0,228.0,0.868,45.0,314.0,359.0,280.0,62.0,24.0,179.0,132.0,1259.0,24.33
2021,Taj Gibson,PF,35.0,NYK,45.0,3.0,936.0,99.0,158.0,0.627,3.0,15.0,0.2,96.0,143.0,0.6709999999999999,0.636,40.0,55.0,0.727,99.0,151.0,250.0,36.0,31.0,49.0,22.0,99.0,241.0,17.07
2021,Harry Giles,C,22.0,POR,38.0,0.0,348.0,42.0,97.0,0.433,8.0,23.0,0.348,34.0,74.0,0.45899999999999996,0.474,16.0,27.0,0.593,31.0,102.0,133.0,29.0,8.0,13.0,20.0,54.0,108.0,14.52
2021,Shai Gilgeous-Alexander,SG,22.0,OKC,35.0,35.0,1180.0,287.0,565.0,0.508,71.0,170.0,0.418,216.0,395.0,0.547,0.5710000000000001,185.0,229.0,0.8079999999999999,19.0,147.0,166.0,207.0,27.0,23.0,106.0,70.0,830.0,26.05
2021,Anthony Gill,PF,28.0,WAS,26.0,4.0,218.0,30.0,60.0,0.5,7.0,24.0,0.292,23.0,36.0,0.639,0.5579999999999999,13.0,16.0,0.813,16.0,35.0,51.0,11.0,10.0,4.0,8.0,27.0,80.0,16.68
2021,Freddie Gillespie,PF,23.0,TOR,20.0,2.0,392.0,44.0,84.0,0.524,0.0,0.0,0.0,44.0,84.0,0.524,0.524,23.0,33.0,0.6970000000000001,42.0,55.0,97.0,9.0,13.0,20.0,12.0,43.0,111.0,15.19
2021,Rudy Gobert,C,28.0,UTA,71.0,71.0,2187.0,391.0,579.0,0.675,0.0,4.0,0.0,391.0,575.0,0.68,0.675,233.0,374.0,0.623,240.0,720.0,960.0,89.0,40.0,190.0,118.0,163.0,1015.0,26.44
2021,Brandon Goodwin,PG,25.0,ATL,47.0,5.0,620.0,84.0,223.0,0.377,32.0,103.0,0.311,52.0,120.0,0.433,0.44799999999999995,28.0,43.0,0.6509999999999999,8.0,61.0,69.0,95.0,17.0,0.0,36.0,41.0,228.0,11.63
2021,Aaron Gordon,PF,25.0,TOT,50.0,50.0,1384.0,231.0,499.0,0.46299999999999997,59.0,176.0,0.335,172.0,323.0,0.5329999999999999,0.522,97.0,149.0,0.6509999999999999,77.0,207.0,284.0,161.0,33.0,34.0,97.0,89.0,618.0,17.26
2021,Eric Gordon,SG,32.0,HOU,27.0,13.0,789.0,159.0,367.0,0.433,69.0,210.0,0.32899999999999996,90.0,157.0,0.573,0.527,94.0,114.0,0.825,8.0,50.0,58.0,71.0,14.0,13.0,51.0,44.0,481.0,18.19
2021,Devonte' Graham,PG,25.0,CHO,55.0,44.0,1659.0,252.0,669.0,0.377,179.0,477.0,0.375,73.0,192.0,0.38,0.51,133.0,158.0,0.8420000000000001,22.0,126.0,148.0,295.0,48.0,6.0,84.0,77.0,816.0,18.21
2021,Jerami Grant,SF,26.0,DET,54.0,54.0,1829.0,400.0,932.0,0.429,115.0,329.0,0.35,285.0,603.0,0.473,0.491,290.0,343.0,0.845,35.0,215.0,250.0,152.0,35.0,58.0,109.0,125.0,1205.0,20.74
2021,Danny Green,SF,33.0,PHI,69.0,69.0,1934.0,224.0,544.0,0.41200000000000003,175.0,432.0,0.405,49.0,112.0,0.43799999999999994,0.573,31.0,40.0,0.775,55.0,205.0,260.0,118.0,92.0,56.0,67.0,125.0,654.0,14.32
2021,Draymond Green,PF,30.0,GSW,63.0,63.0,1982.0,170.0,380.0,0.447,34.0,126.0,0.27,136.0,254.0,0.535,0.49200000000000005,70.0,88.0,0.795,55.0,394.0,449.0,558.0,105.0,52.0,188.0,194.0,444.0,16.44
2021,JaMychal Green,PF,30.0,DEN,58.0,5.0,1120.0,173.0,374.0,0.46299999999999997,79.0,198.0,0.39899999999999997,94.0,176.0,0.534,0.568,46.0,57.0,0.807,85.0,192.0,277.0,53.0,26.0,22.0,53.0,144.0,471.0,16.01
2021,Javonte Green,SG-PG,27.0,TOT,41.0,2.0,473.0,53.0,102.0,0.52,10.0,30.0,0.33299999999999996,43.0,72.0,0.597,0.569,30.0,40.0,0.75,26.0,45.0,71.0,17.0,28.0,6.0,19.0,45.0,146.0,13.9
2021,Jeff Green,C,34.0,BRK,68.0,38.0,1835.0,261.0,530.0,0.49200000000000005,103.0,250.0,0.41200000000000003,158.0,280.0,0.564,0.59,125.0,161.0,0.7759999999999999,34.0,229.0,263.0,108.0,36.0,27.0,54.0,122.0,750.0,15.68
2021,Josh Green,SG,20.0,DAL,39.0,5.0,445.0,42.0,93.0,0.452,4.0,25.0,0.16,38.0,68.0,0.5589999999999999,0.473,13.0,23.0,0.565,28.0,50.0,78.0,28.0,16.0,3.0,17.0,35.0,101.0,10.09
2021,Blake Griffin,PF,31.0,TOT,46.0,30.0,1186.0,174.0,411.0,0.423,70.0,205.0,0.341,104.0,206.0,0.505,0.509,87.0,117.0,0.7440000000000001,35.0,190.0,225.0,140.0,32.0,15.0,62.0,111.0,505.0,15.89
2021,Kyle Guy,PG,23.0,SAC,31.0,0.0,235.0,29.0,88.0,0.33,13.0,46.0,0.28300000000000003,16.0,42.0,0.381,0.40299999999999997,16.0,20.0,0.8,5.0,30.0,35.0,32.0,6.0,0.0,11.0,20.0,87.0,11.3
2021,Rui Hachimura,PF,22.0,WAS,57.0,57.0,1797.0,310.0,648.0,0.478,45.0,137.0,0.32799999999999996,265.0,511.0,0.519,0.513,124.0,161.0,0.77,49.0,263.0,312.0,82.0,44.0,7.0,68.0,120.0,789.0,14.65
2021,Tyrese Haliburton,PG,20.0,SAC,58.0,20.0,1746.0,292.0,619.0,0.47200000000000003,121.0,296.0,0.409,171.0,323.0,0.529,0.569,48.0,56.0,0.857,39.0,134.0,173.0,309.0,77.0,28.0,92.0,83.0,753.0,19.3
2021,Josh Hall,SF,20.0,OKC,21.0,1.0,336.0,30.0,99.0,0.303,4.0,37.0,0.10800000000000001,26.0,62.0,0.419,0.32299999999999995,22.0,44.0,0.5,6.0,53.0,59.0,28.0,4.0,1.0,25.0,37.0,86.0,2.76
2021,R.J. Hampton,SG-PG,19.0,TOT,51.0,1.0,888.0,136.0,313.0,0.435,27.0,87.0,0.31,109.0,226.0,0.48200000000000004,0.478,55.0,82.0,0.6709999999999999,29.0,150.0,179.0,87.0,21.0,10.0,53.0,61.0,354.0,13.69
2021,Tim Hardaway Jr.,SG,28.0,DAL,70.0,31.0,1985.0,407.0,911.0,0.447,207.0,529.0,0.391,200.0,382.0,0.524,0.56,142.0,174.0,0.816,20.0,209.0,229.0,126.0,31.0,11.0,64.0,111.0,1163.0,18.59
2021,James Harden,PG-SG,31.0,TOT,44.0,43.0,1609.0,342.0,734.0,0.466,121.0,334.0,0.36200000000000004,221.0,400.0,0.5529999999999999,0.5479999999999999,278.0,323.0,0.861,35.0,313.0,348.0,475.0,53.0,33.0,177.0,99.0,1083.0,29.68
2021,Maurice Harkless,PF-SF,27.0,TOT,37.0,23.0,772.0,69.0,165.0,0.418,23.0,84.0,0.27399999999999997,46.0,81.0,0.568,0.488,33.0,43.0,0.767,13.0,76.0,89.0,44.0,30.0,20.0,22.0,86.0,194.0,9.83
2021,Montrezl Harrell,C,27.0,LAL,69.0,1.0,1580.0,375.0,603.0,0.622,0.0,10.0,0.0,375.0,593.0,0.632,0.622,181.0,256.0,0.7070000000000001,158.0,270.0,428.0,73.0,46.0,49.0,74.0,128.0,931.0,26.05
2021,Gary Harris,SG,26.0,TOT,39.0,38.0,1080.0,138.0,345.0,0.4,48.0,141.0,0.34,90.0,204.0,0.441,0.47,64.0,78.0,0.821,21.0,58.0,79.0,78.0,28.0,11.0,37.0,71.0,388.0,11.16
2021,Joe Harris,SF,29.0,BRK,69.0,65.0,2141.0,357.0,707.0,0.505,211.0,444.0,0.475,146.0,263.0,0.555,0.654,49.0,63.0,0.778,43.0,205.0,248.0,130.0,46.0,14.0,62.0,141.0,974.0,16.98
2021,Tobias Harris,PF,28.0,PHI,62.0,62.0,2014.0,473.0,924.0,0.512,82.0,208.0,0.39399999999999996,391.0,716.0,0.546,0.556,182.0,204.0,0.892,62.0,357.0,419.0,220.0,55.0,51.0,107.0,119.0,1210.0,23.71
2021,Shaquille Harrison,SG,27.0,TOT,34.0,0.0,333.0,26.0,78.0,0.33299999999999996,3.0,16.0,0.188,23.0,62.0,0.371,0.353,18.0,22.0,0.818,7.0,41.0,48.0,25.0,17.0,5.0,11.0,33.0,73.0,8.44
2021,Josh Hart,SF,25.0,NOP,47.0,4.0,1349.0,151.0,344.0,0.439,63.0,193.0,0.326,88.0,151.0,0.583,0.531,69.0,89.0,0.775,53.0,324.0,377.0,109.0,38.0,12.0,49.0,111.0,434.0,14.89
2021,Isaiah Hartenstein,C,22.0,TOT,46.0,2.0,559.0,94.0,171.0,0.55,2.0,6.0,0.33299999999999996,92.0,165.0,0.5579999999999999,0.556,46.0,71.0,0.648,65.0,116.0,181.0,55.0,19.0,39.0,44.0,104.0,236.0,20.34
2021,Jaxson Hayes,C,20.0,NOP,60.0,3.0,964.0,175.0,280.0,0.625,6.0,14.0,0.429,169.0,266.0,0.635,0.636,93.0,120.0,0.775,92.0,165.0,257.0,35.0,25.0,38.0,39.0,101.0,449.0,22.08
2021,Killian Hayes,PG,19.0,DET,26.0,18.0,670.0,71.0,201.0,0.353,20.0,72.0,0.278,51.0,129.0,0.395,0.40299999999999997,14.0,17.0,0.8240000000000001,6.0,63.0,69.0,138.0,27.0,10.0,83.0,57.0,176.0,7.43
2021,Gordon Hayward,SF,30.0,CHO,44.0,44.0,1496.0,311.0,658.0,0.473,85.0,205.0,0.415,226.0,453.0,0.499,0.537,156.0,185.0,0.843,37.0,221.0,258.0,181.0,52.0,14.0,91.0,74.0,863.0,21.66
2021,Juan Hernangómez,PF,25.0,MIN,52.0,6.0,900.0,130.0,299.0,0.435,55.0,168.0,0.327,75.0,131.0,0.573,0.527,60.0,97.0,0.619,45.0,160.0,205.0,35.0,19.0,7.0,27.0,52.0,375.0,15.27
2021,Willy Hernangómez,C,26.0,NOP,47.0,12.0,846.0,151.0,268.0,0.563,1.0,10.0,0.1,150.0,258.0,0.581,0.565,62.0,93.0,0.667,117.0,217.0,334.0,50.0,22.0,23.0,34.0,68.0,365.0,22.83
2021,Tyler Herro,SG,21.0,MIA,54.0,15.0,1635.0,307.0,699.0,0.439,107.0,297.0,0.36,200.0,402.0,0.498,0.516,94.0,117.0,0.8029999999999999,25.0,243.0,268.0,184.0,35.0,17.0,101.0,71.0,815.0,16.71
2021,Buddy Hield,SG,28.0,SAC,71.0,71.0,2433.0,403.0,992.0,0.406,282.0,721.0,0.391,121.0,271.0,0.446,0.5479999999999999,88.0,104.0,0.846,29.0,305.0,334.0,257.0,63.0,30.0,130.0,175.0,1176.0,16.04
